Name,RAB1950,DEB1950,pm,pmPA,RV,Sp,Vmag,B-V,plx,_RA,_DE
NN 4140 ,20 11 47,-07 25.8, 0.269,178.0,      ,K7 V        , 10.20, 1.34,  43.0,20 14 28,-07 16.9
Gl 785  ,20 12 10,-27 11.0, 1.259, 98.5, -54.4,K0 V        ,  5.73, 0.88, 108.8,20 15 17,-27 02.0
Gl 786  ,20 12 24,+77 04.8, 0.517,  6.7,  -1.1,dM0         ,  8.88, 1.33,  60.4,20 10 53,+77 14.3
NN 4141 ,20 12 37,-39 38.5, 0.251,149.3,      ,K1 V        ,  7.77, 0.86,  47.0,20 15 57,-39 29.4
Gl 786.1,20 14 11,+42 49.5, 0.060,170.0,      ,dM0  p      ,  9.97, 1.34,  34.6,20 15 53,+42 58.7
NN 4142 ,20 14 28,+06 46.0, 0.161, 86.4, -57.3,dK8         ,  9.72, 1.14,  33.0,20 16 56,+06 55.3
Gl 787  ,20 16 07,-46 35.1, 0.387,255.7,  29.9,K5 V        ,  8.72, 1.16,  62.6,20 19 37,-46 25.7
NN 4143 ,20 16 30,+15 41.0, 0.207,108.0,      ,m           , 11.79,     ,  58.0,20 18 49,+15 50.4
Gl 788  ,20 17 02,+66 41.6, 0.549, 57.6,  -4.6,G5 V        ,  5.93, 0.58,  72.9,20 17 31,+66 51.3
NN 4144 ,20 17 13,+07 51.0, 0.182,152.0,      ,m           , 12.92,     ,  45.0,20 19 39,+08 00.4
NN 4145 ,20 17 27,-51 57.0, 0.110,336.0,      ,M0          , 10.20, 1.41,  56.0,20 21 10,-51 47.4
Wo 9691 ,20 18 04,-50 09.3, 0.432,235.6,  17.9,G2 IV-V     ,  6.27, 0.55,  43.5,20 21 41,-49 59.9
Gl 788.1,20 18 35,-58 26.4, 0.845,114.8, -66.0,m           , 10.59, 1.46,  51.2,20 22 42,-58 17.1
GJ 1251 ,20 21 33,-76 49.9, 1.430,152.9, 122.0,M4.5        , 13.82, 1.74,  59.0,20 28 06,-76 41.1
GJ 1252 ,20 23 46,-56 35.7, 1.283,161.4,   6.0,m           , 12.23, 1.45,  42.0,20 27 44,-56 26.8
Gl 790  ,20 24 38,-31 01.6, 0.519,181.6,  -1.0,G5 V        ,  6.61, 0.73,  56.3,20 27 44,-30 52.1
Gl 791  ,20 24 40,-27 54.1, 0.892,192.9, -16.0,M3          , 11.41, 1.52,  79.6,20 27 41,-27 44.9
NN 4146 ,20 24 50,+27 20.9, 0.288,  0.0,      ,m           , 12.27,     ,  43.0,20 26 56,+27 31.1
GJ 1253 ,20 24 58,+58 24.0, 0.606, 24.1,      ,M5          , 14.04, 1.79, 107.6,20 26 06,+58 34.4
Gl 791.1,20 26 01,-17 58.8, 0.029,215.5,  18.4,F2 IV       ,  4.78, 0.38,  52.1,20 28 52,-17 48.8
Gl 791.1,20 26 01,-17 58.8, 0.029,215.5,      ,            , 10.00,     ,  52.1,20 28 52,-17 48.8
Gl 791.2,20 27 21,+09 31.2, 0.685, 79.8, -15.0,dM6  e      , 13.05, 1.65, 114.2,20 29 48,+09 41.4
Wo 9697 ,20 28 04,+26 40.6, 0.197,224.8,  15.4,dM1         , 10.28, 1.34,  28.4,20 30 10,+26 50.6
Wo 9697 ,20 28 04,+26 40.6, 0.195,228.0,      ,            , 10.70,     ,  28.4,20 30 10,+26 50.6
Gl 791.3,20 29 33,+33 36.3, 0.151, 90.0, -26.8,dK8         ,  9.23, 1.13,  39.0,20 31 32,+33 46.5
Gl 792  ,20 29 34,+38 22.9, 0.743, 16.8,      ,M4          , 13.48, 1.76,  66.4,20 31 27,+38 33.7
Gl 793  ,20 29 50,+65 16.6, 0.533, 57.9,  10.1,dM3         , 10.56, 1.56, 120.4,20 30 32,+65 27.0
Gl 793.1,20 31 06,+41 43.2, 0.486,340.6,  -6.1,G9 V        ,  7.09, 0.79,  51.1,20 32 52,+41 53.9
NN 4147 ,20 31 25,-13 53.7, 0.097, 43.3, -42.7,F6 V        ,  6.13, 0.54,  39.0,20 34 12,-13 43.3
NN 4148 ,20 31 31,+23 11.8, 0.287, 73.0,      ,m           , 12.93,     ,  45.0,20 33 43,+23 22.2
NN 4149 ,20 32 11,+03 10.8, 0.564,155.8,      ,m           , 12.00, 1.43,  50.0,20 34 43,+03 20.7
Gl 794  ,20 32 14,+24 54.0, 0.662,214.2,  71.0,DA3         , 11.52,-0.07,  69.4,20 34 22,+25 03.9
GJ 1254 ,20 32 40,+61 34.0, 1.052, 30.5, -29.0,m           , 12.52, 1.52,  62.5,20 33 40,+61 45.1
NN 4150 ,20 33 18,+64 08.9, 0.436,254.0,      ,m           , 13.08,     ,  43.0,20 34 00,+64 19.2
NN 4151 ,20 33 51,+59 07.1, 0.262,260.0,      ,m           , 13.43,     ,  51.0,20 34 56,+59 17.5
Gl 794.1,20 34 04,-47 28.0, 0.088, 38.6,  -1.3,K0 III      ,  3.11, 1.00,  44.8,20 37 35,-47 17.4
NN 4152 ,20 34 54,+38 40.1, 0.237,134.0,      ,m           , 13.35,     ,  49.0,20 36 47,+38 50.5
NN 4153 ,20 35 08,+21 46.5, 0.288,190.0,      ,M2          , 11.44, 1.50,  43.0,20 37 21,+21 56.8
Gl 794.2,20 35 55,-60 43.1, 0.650,151.8, -31.6,F8 V        ,  5.12, 0.53,  55.0,20 40 03,-60 33.0
Gl 794.3,20 36 47,+38 27.7, 0.290,133.9, -21.4,G2 V        ,  6.75, 0.62,  40.0,20 38 41,+38 38.1
Gl 795  ,20 37 05,+04 47.6, 0.882, 84.1, -39.2,K4 V        ,  8.18, 1.22,  63.5,20 39 37,+04 58.3
Gl 795  ,20 37 05,+04 47.6, 0.882, 84.1,      ,K8 V        ,  9.40,     ,  63.5,20 39 37,+04 58.3
Gl 796  ,20 37 13,-23 57.5, 0.678, 46.8, -45.3,G8 V        ,  6.36, 0.72,  70.1,20 40 11,-23 46.4
GJ 1255 ,20 52 04,+74 34.9, 0.705, 35.1, -29.9,G8 V        ,  7.80, 0.70,  44.7,20 51 44,+74 46.8
GJ 1255 ,20 38 03,+75 25.0, 0.650, 30.7,      ,K0 V        ,  8.00, 0.86,  40.4,20 37 22,+75 36.1
GJ 1255 ,20 38 03,+75 25.0, 0.650, 30.7,      ,            , 10.40,     ,  40.4,20 37 22,+75 36.1
NN 4154 ,20 38 07,-81 53.8, 0.745,136.6,      ,m           , 11.50,     ,  79.0,20 46 45,-81 43.4
GJ 1256 ,20 38 10,+15 18.7, 1.487, 63.3, -76.0,dM4-5       , 13.43, 1.72, 101.6,20 40 34,+15 30.0
NN 4155 ,20 38 13,-10 17.5,      ,     ,      ,M0  e       , 11.94, 1.51,  44.0,20 40 56,-10 06.8
Gl 797  ,20 38 29,+19 45.2, 0.338, 21.8, -35.8,G5 V        ,  6.45, 0.63,  49.8,20 40 45,+19 56.2
Gl 797  ,20 38 29,+19 43.1, 0.330, 22.0, -35.4,m           , 11.88, 1.55,  49.8,20 40 45,+19 54.1
Gl 798  ,20 38 37,-52 51.8, 1.069,176.4, -42.9,K7 V        ,  8.82, 1.31,  82.0,20 42 18,-52 41.9
Gl 799  ,20 38 44,-32 36.6, 0.429,140.5,  -4.0,dM4.5e      , 10.99, 1.57, 122.8,20 41 51,-32 26.1
Gl 799  ,20 38 44,-32 36.6, 0.429,140.5,  -3.0,dM4.5e      , 11.00,     , 122.8,20 41 51,-32 26.1
GJ 1257 ,20 38 45,-22 29.4, 0.833,130.6, -60.3,K5 V        ,  9.70, 1.11,  49.4,20 41 42,-22 19.1
GJ 2149 ,20 39 36,-68 16.0, 0.247,138.0,      ,DA3         , 13.40, 0.10,  39.0,20 44 18,-68 05.3
Gl 799.1,20 39 41,-20 15.3, 0.347,105.0,      ,DA3         , 12.38,-0.08,  41.8,20 42 35,-20 04.6
Gl 800  ,20 40 04,-19 05.2, 1.100,144.0,   5.0,dM2         , 10.84, 1.43,  67.2,20 42 58,-18 55.1
Gl 800  ,20 40 04,-19 05.2, 1.100,144.0,      ,            , 14.00,     ,  67.2,20 42 58,-18 55.1
NN 4156 ,20 40 12,+57 14.5, 0.291, 18.0, -24.0,K7          , 10.29, 1.36,  42.0,20 41 27,+57 25.5
NN 4157 ,20 40 14,-29 36.1, 0.206,190.5, -19.8,G5 V        ,  6.95, 0.67,  43.0,20 43 16,-29 25.4
NN 4158 ,20 40 23,-52 06.1, 0.169,109.0,  -1.6,A7 III-IV   ,  4.51, 0.27,  47.3,20 44 03,-51 55.3
NN 4159 ,20 41 06,-00 21.8, 0.448, 54.0,      ,K0          , 11.47, 1.48,  50.0,20 43 41,-00 10.7
Gl 802  ,20 41 53,+55 08.8, 1.915, 27.6, -23.0,dM5  e      , 14.68, 1.79,  63.3,20 43 19,+55 21.1
Gl 803  ,20 42 04,-31 31.1, 0.441,142.1,  -7.1,M0 Ve       ,  8.81, 1.42, 106.9,20 45 10,-31 20.5
NN 4160 ,20 42 05,+08 43.0, 0.253, 50.0,      ,k-m         , 11.27,     ,  52.0,20 44 32,+08 54.1
NN 4161 ,20 42 04,+08 43.2, 0.253, 50.0,      ,m           , 12.54,     ,  52.0,20 44 31,+08 54.3
Gl 804  ,20 42 06,+19 34.5, 0.560,177.7,   3.0,dM1.5e      , 10.31, 1.45,  48.8,20 44 22,+19 44.9
NN 4162 ,20 42 44,-29 38.1, 0.546,218.0,      ,m           , 13.40,     ,  48.0,20 45 45,-29 27.5
Gl 805  ,20 43 08,-25 27.1, 0.162,197.7,  25.8,F5 V        ,  4.13, 0.43,  77.0,20 46 05,-25 16.2
Gl 806  ,20 43 18,+44 18.7, 0.506, 56.7, -24.4,dM3         , 10.77, 1.53,  85.4,20 45 04,+44 29.9
Wo 9706 ,20 44 07,+57 24.0, 0.243,196.4, -32.4,F8 IV-V     ,  4.51, 0.54,  43.8,20 45 21,+57 34.8
Gl 806.1,20 44 11,+33 46.9, 0.484, 47.2, -10.9,K0- III     ,  2.45, 1.03,  52.0,20 46 13,+33 58.2
Gl 806.1,20 44 05,+33 46.8, 0.480, 47.5,      ,M4          , 13.40, 1.66,  52.0,20 46 07,+33 58.1
Gl 807  ,20 44 16,+61 38.6, 0.826,  6.3, -86.8,K0 IVe      ,  3.43, 0.92,  76.1,20 45 17,+61 50.3
Gl 808  ,20 44 30,-79 29.0, 1.216,144.6,  35.0,M2.5        , 11.85, 1.50,  64.3,20 51 42,-79 18.6
Gl 808.1,20 45 06,-44 10.3, 0.211,119.3, -14.9,F1 IV       ,  5.10, 0.35,  49.4,20 48 29,-43 59.3
NN 4163 ,20 46 37,+19 32.1, 0.249,220.0,      ,m           , 13.38, 1.54,  50.0,20 48 53,+19 43.1
NN 4164 ,20 47 04,-00 32.2, 0.395,123.6,      ,M3.5        , 13.06, 1.53,  48.0,20 49 39,-00 21.2
NN 4165 ,20 47 10,+37 16.9, 0.229, 48.0,  71.0,DA4         , 12.93, 0.14,  55.0,20 49 07,+37 28.2
Gl 808.2,20 48 04,+29 11.9, 0.041,149.1,  -8.3,K5 V        ,  8.41, 1.06,  53.0,20 50 10,+29 23.1
NN 4166 ,20 48 13,+26 19.6, 0.523,232.9,      ,DC9         , 15.58, 0.95,  50.0,20 50 21,+26 30.6
NN 4167 ,20 49 02,+52 42.4, 0.536, 32.2,      ,K5          ,  9.74, 1.32,  47.0,20 50 32,+52 54.0
NN 4168 ,20 49 59,+26 54.5, 0.095,231.8,   1.0,G7 III CN   ,  4.58, 0.83,  40.3,20 52 08,+27 05.8
NN 4169 ,20 51 10,+10 26.0, 0.665,226.2,      ,m           , 13.97, 1.73,  72.2,20 53 33,+10 37.0
NN 4170 ,20 51 32,+68 58.7, 0.232, 77.0,      ,M3          , 11.70, 1.54,  43.0,20 52 00,+69 10.1
Gl 809  ,20 52 18,+61 58.5, 0.772,180.5, -17.0,M2 Ve       ,  8.55, 1.48, 133.5,20 53 20,+62 09.3
GJ 1259 ,20 52 42,+12 58.8, 0.676, 55.2, -40.0,K3 V        ,  8.81, 1.05,  43.0,20 55 06,+13 10.6
Gl 810  ,20 52 48,-14 13.2, 1.486,107.5,      ,M3.5 J      , 12.45, 1.59,  78.9,20 55 39,-14 02.1
Gl 810  ,20 52 47,-14 15.0, 1.486,107.5,      ,            , 14.55, 1.72,  78.9,20 55 38,-14 03.9
Gl 811  ,20 53 49,-26 29.3, 0.115,121.1, -16.1,F8 V        ,  5.70, 0.50,  45.0,20 56 47,-26 17.8
Gl 811.1,20 54 04,-10 37.6, 1.155,182.8,  51.0,dM4         , 11.47, 1.51,  56.3,20 56 47,-10 27.0
Gl 812  ,20 54 07,-05 02.2, 0.816,106.1, -44.5,M3          , 11.91, 1.51,  63.5,20 56 48,-04 50.8
Gl 812  ,20 54 06,-05 02.0, 0.816,106.1,      ,DC9+        , 16.60, 1.16,  63.5,20 56 47,-04 50.6
Gl 812.1,20 54 22,-44 18.5, 1.101,207.9,  -9.6,G0 V        ,  6.53, 0.58,  50.0,20 57 40,-44 07.7
NN 4171 ,20 55 03,+42 44.2, 0.016,208.8,      ,A2          ,  9.00,     ,  42.4,20 56 52,+42 55.8
Gl 813  ,20 55 09,+22 10.4, 0.779,103.0, -31.1,M3          , 12.01, 1.61,  76.2,20 57 26,+22 21.9
NN 4172 ,20 56 23,-33 48.6, 0.183,146.9,      ,K0 V        ,  7.35, 0.84,  52.0,20 59 29,-33 37.0
NN 4173 ,20 56 40,+34 04.8, 0.329,116.0,      ,M2          , 11.06, 1.46,  42.0,20 58 43,+34 16.4
NN 4174 ,20 57 17,+37 44.1, 0.018,147.7,      ,K5          ,  8.00, 1.67,  44.3,20 59 14,+37 55.8
Wo 9713 ,20 57 35,-42 13.4, 0.417, 87.0,      ,K4          , 12.30,     ,  43.5,21 00 54,-42 01.6
Gl 815  ,20 58 09,+39 52.7, 0.668,114.6, -33.7,dM3  eJ     , 10.34, 1.52,  66.1,21 00 06,+40 04.2
Gl 815  ,20 58 09,+39 52.7, 0.668,114.6,      ,            , 11.90,     ,  66.1,21 00 06,+40 04.2
Wo 9714 ,20 58 35,-32 43.2, 0.200,114.0,      ,K5 V        ,  9.40, 1.24,  48.0,21 01 40,-32 31.4
NN 4175 ,20 59 10,+20 32.1, 0.538,223.8,      ,m           , 14.10,     ,  40.0,21 01 25,+20 43.6
NN 4176 ,20 59 13,+33 02.8, 0.356,113.0,      ,m           , 12.29,     ,  59.0,21 01 17,+33 14.5
NN 4177 ,20 59 17,+33 02.7, 0.356,113.0,      ,m           , 13.12,     ,  59.0,21 01 21,+33 14.4
Gl 816  ,20 59 20,-06 30.6, 0.515,201.9,      ,M2.5        , 11.23, 1.49,  80.3,21 01 58,-06 19.2
Wo 9716 ,20 59 30,-57 09.3, 0.499,317.3,      ,M4          , 12.85, 1.65,  64.0,21 03 14,-56 57.1
NN 4178 ,20 59 43,-50 34.4, 0.500,141.6,      ,m           , 13.10,     ,  57.0,21 03 15,-50 22.8
Gl 816.1,21 00 53,+45 41.1, 0.422, 69.5, -13.6,K25 V       ,  7.68, 0.97,  45.8,21 02 41,+45 53.1
Gl 816.1,21 00 53,+45 41.1, 0.422, 69.5,      ,            , 13.00,     ,  45.8,21 02 41,+45 53.1
Gl 816.2,21 01 34,-20 03.2, 0.050,225.2,  23.8,A5 V        ,  5.10, 0.17,  53.5,21 04 25,-19 51.3
Gl 816.2,21 01 34,-20 03.2, 0.050,225.2,      ,            ,  6.50,     ,  53.5,21 04 25,-19 51.3
Gl 817  ,21 02 09,-17 07.8, 2.251,206.3, -47.0,M2          , 11.46, 1.47,  57.5,21 04 54,-16 57.5
Gl 818  ,21 02 51,+06 52.6, 0.572,172.5, -65.7,K6 V        ,  8.30, 1.22,  58.6,21 05 19,+07 04.1
NN 4179 ,21 02 56,-17 06.8,      ,     ,      ,K7          , 10.33, 1.42,  47.0,21 05 44,-16 54.8
NN 4180 ,21 03 26,+04 13.8, 0.217,140.0,      ,m           , 12.18, 1.49,  43.1,21 05 57,+04 25.7
Gl 818.1,21 04 11,-73 22.3, 0.550,127.6, -10.1,G3 IV  J    ,  6.40, 0.59,  41.7,21 09 22,-73 10.4
Gl 818.1,21 04 11,-73 22.3, 0.550,127.6,      ,            ,  6.40,     ,  41.7,21 09 22,-73 10.4
Gl 818.1,21 04 11,-73 22.3, 0.550,127.6,      ,            , 13.50,     ,  41.7,21 09 22,-73 10.4
Gl 819  ,21 04 24,-14 07.4, 0.392, 93.9, -34.0,K1 Ve       ,  7.15, 0.90,  68.1,21 07 11,-13 55.3
Gl 819  ,21 04 24,-14 07.4, 0.392, 93.9,      ,M0          , 10.20,     ,  68.1,21 07 11,-13 55.3
Gl 820  ,21 04 40,+38 30.0, 5.220, 52.4, -64.8,K5 Ve       ,  5.21, 1.18, 288.7,21 06 55,+38 44.8
Gl 820  ,21 04 40,+38 30.0, 5.220, 52.4, -64.3,K7 Ve       ,  6.03, 1.37, 288.7,21 06 55,+38 44.8
Gl 820.1,21 05 12,-82 01.0, 0.370,167.0, -57.0,DA6         , 13.56, 0.25,  57.9,21 13 07,-81 49.0
Wo 9720 ,21 05 42,-21 23.7, 0.061,160.1, -12.0,A0 V        ,  5.30, 0.00,  44.7,21 08 34,-21 11.6
NN 4181 ,21 05 49,+24 58.5, 0.157,187.6,  -4.1,dK8         ,  9.88, 1.16,  32.0,21 08 01,+25 10.5
Wo 9721 ,21 06 08,-04 37.8, 0.058,281.0,  11.0,dM2         ,  9.44, 1.13,  44.6,21 08 45,-04 25.6
Wo 9721 ,21 06 08,-04 37.8, 0.058,281.0,      ,            , 13.40, 1.63,  44.6,21 08 45,-04 25.6
Gl 821  ,21 06 30,-13 28.7, 2.096,160.1, -61.0,M3          , 10.87, 1.50,  91.7,21 09 17,-13 18.1
Wo 9722 ,21 06 44,+59 32.1, 2.098,208.7,-260.0,sdM1        , 13.30, 1.55,  41.7,21 07 53,+59 42.7
Wo 9723 ,21 07 01,+46 57.3, 0.497,119.6,      ,K3          , 10.78, 0.95,  39.7,21 08 48,+47 09.3
Wo 9724 ,21 08 29,-43 48.0, 0.713,163.6,      ,M1          , 12.01, 1.56,  42.4,21 11 47,-43 36.2
Wo 9725 ,21 08 34,+80 35.3, 0.310, 62.0,      ,K5          , 10.84, 1.26,  28.0,21 06 35,+80 47.6
NN 4182 ,21 08 47,+29 13.3, 0.361,220.0,      ,M1          , 11.05, 1.34,  53.0,21 10 55,+29 25.4
Wo 9726 ,21 09 01,-40 28.3, 0.228,163.1,   6.3,F7 V        ,  5.83, 0.45,  36.0,21 12 13,-40 16.1
NN 4183 ,21 09 24,+45 15.3, 0.399,220.1,      ,K2          ,  7.83, 0.78,  39.0,21 11 11,+45 27.4
GJ 2152 ,21 11 00,+07 13.7, 0.363, 70.0,      ,f           , 16.17, 0.45,  41.6,21 13 29,+07 26.2
Gl 822  ,21 12 03,+09 48.2, 0.307,175.3, -15.8,F7 V        ,  5.11, 0.50,  53.3,21 14 29,+10 00.4
Gl 822  ,21 12 03,+09 48.2, 0.307,175.3,      ,F7 V        ,  5.40,     ,  53.3,21 14 29,+10 00.4
Gl 822.1,21 12 48,+37 49.9, 0.465, 20.0, -23.1,F0 IV       ,  3.82, 0.38,  51.4,21 14 48,+38 02.8
Gl 822.1,21 12 48,+37 49.9, 0.465, 20.0,      ,G0 V        ,  6.42, 0.60,  51.4,21 14 48,+38 02.8
Gl 822.1,21 12 47,+37 48.4, 0.463, 19.8,      ,M3          , 12.00, 1.53,  51.4,21 14 47,+38 01.3
NN 4184 ,21 13 00,+25 35.4, 0.314,147.0,      ,m           , 12.13,     ,  59.0,21 15 13,+25 47.7
Gl 822.2,21 13 45,+25 13.5, 0.077,242.0, -26.6,G5 V        ,  6.99, 0.89,  69.0,21 15 58,+25 26.0
NN 4185 ,21 13 56,+29 39.3, 0.217, 77.0,      ,m           , 12.68,     ,  65.0,21 16 05,+29 51.9
NN 4186 ,21 13 54,+29 39.2, 0.217, 77.0,      ,m           , 13.49,     ,  65.0,21 16 03,+29 51.8
Gl 824  ,21 14 05,+09 11.1, 0.184,130.2, -18.3,dK8         ,  7.95, 1.02,  61.0,21 16 32,+09 23.6
Gl 825  ,21 14 20,-39 03.7, 3.453,250.8,  28.2,M0 Ve       ,  6.67, 1.41, 258.6,21 17 15,-38 52.1
Gl 825.1,21 14 47,-61 33.4, 0.659,133.6, -19.6,G5 V        ,  6.60, 0.68,  46.6,21 18 44,-61 21.1
NN 4187 ,21 14 55,-09 06.7,      ,     ,      ,M1          , 12.11, 1.52,  42.0,21 17 36,-08 54.1
NN 4188 ,21 14 58,-09 07.4,      ,     ,      ,            , 13.33,     ,  42.0,21 17 39,-08 54.8
NN 4189 ,21 15 05,+20 41.0, 0.420, 47.0,      ,M3          , 12.47,     ,  49.0,21 17 23,+20 53.9
NN 4190 ,21 15 05,+20 41.0, 0.420, 47.0,      ,M4          , 14.00,     ,  49.0,21 17 23,+20 53.9
Gl 825.2,21 15 11,-43 32.7, 0.246, 86.0,  10.7,G5 V        ,  6.75, 0.63,  43.0,21 18 27,-43 20.0
Gl 825.3,21 15 28,-00 02.8, 0.496,111.4, -26.9,dK6         ,  8.22, 0.98,  47.5,21 18 03,+00 09.7
NN 4191 ,21 15 48,-56 03.0, 0.450,114.0,      ,DA6         , 14.28, 0.26,  45.0,21 19 29,-55 50.5
Wo 9732 ,21 15 54,-67 51.9, 0.411,284.8,      ,m           , 10.90, 1.45,  55.0,21 20 10,-67 39.1
Wo 9733 ,21 16 19,-53 39.6, 0.114,123.1, -14.5,A5 V        ,  4.50, 0.19,  41.9,21 19 52,-53 26.9
Wo 9733 ,21 16 18,-53 39.6, 0.121,127.0,  -7.2,A7 V        ,  6.90,     ,  41.9,21 19 51,-53 27.0
Gl 825.4,21 16 52,-26 33.6, 0.643,236.8, -17.2,G5 V        ,  6.63, 0.73,  56.5,21 19 45,-26 21.2
Gl 825.4,21 16 52,-26 33.6, 0.643,236.8, -21.2,dG6         ,  9.60,     ,  56.5,21 19 45,-26 21.2
Gl 826  ,21 17 23,+62 22.4, 0.158, 70.5, -11.5,A7 IV-V     ,  2.44, 0.22,  67.0,21 18 35,+62 35.1
GJ 1261 ,21 17 23,+53 59.8, 0.240,333.0,      ,DA          , 12.33, 0.07,  50.9,21 18 56,+54 12.7
Wo 9735 ,21 17 23,-51 15.4, 0.240,126.0,  22.2,G5          , 10.64, 0.81,  44.1,21 20 51,-51 02.8
Gl 826.1,21 17 25,-20 03.3, 0.744,193.6,  15.6,K5 V        ,  9.12, 1.35,  47.6,21 20 14,-19 51.2
GJ 1262 ,21 20 19,-68 26.7, 0.221, 43.2,  11.5,G5 V        ,  6.97, 0.73,  48.0,21 24 41,-68 13.7
Gl 826.2,21 20 52,-46 55.2, 0.738, 96.7,      ,M2          , 12.46, 1.56,  38.0,21 24 15,-46 42.4
NN 4192 ,21 21 52,+08 17.3, 0.257,228.0,      ,m           , 13.64,     ,  40.0,21 24 19,+08 30.1
Gl 827  ,21 22 20,-65 35.6, 0.805,  6.7, -29.4,F8 V        ,  4.22, 0.49, 115.5,21 26 27,-65 21.9
NN 4193 ,21 23 00,-42 39.0, 0.087,340.0,      ,M7          , 12.67, 1.53,  49.0,21 26 12,-42 25.9
Gl 827.1,21 23 18,-56 20.7, 0.693, 79.0, -40.5,K3 V        ,  8.66, 0.92,  36.0,21 26 58,-56 07.6
Gl 828  ,21 23 45,-45 01.7, 0.314, 55.7,   8.2,K0 V        ,  7.48, 0.91,  67.0,21 27 02,-44 48.5
Gl 828  ,21 23 36,-45 01.0, 0.310, 54.0,      ,m           , 14.10,     ,  67.0,21 26 53,-44 47.8
Gl 828.1,21 24 11,+03 31.2, 0.090,229.0,  -4.7,dM1         , 10.52, 1.38,  52.6,21 26 42,+03 44.2
Gl 828.2,21 24 38,-07 03.4, 0.411,180.0,      ,M0          , 11.10, 1.55,  53.6,21 27 17,-06 50.7
NN 4194 ,21 24 40,+70 15.6, 0.034, 35.2,      ,G5          ,  7.28,     ,  41.0,21 25 17,+70 28.6
NN 4195 ,21 25 19,+07 05.4, 0.653,199.2,      ,M0.5        , 11.60, 1.56,  40.3,21 27 47,+07 18.0
NN 4196 ,21 25 28,+33 48.5, 0.322,233.0,      ,m           , 11.15,     ,  47.0,21 27 33,+34 01.4
NN 4197 ,21 25 28,-22 31.4, 0.312,219.0,      ,M4          , 12.21, 1.56,  53.0,21 28 18,-22 18.5
Gl 828.4,21 25 45,+10 23.5, 0.119, 78.4, -14.1,K2          ,  8.73, 0.86,  30.0,21 28 12,+10 36.6
Gl 828.5,21 26 43,+73 25.9, 0.300,170.0,   8.0,DA4         , 12.80, 0.02,  48.8,21 26 57,+73 38.8
Gl 829  ,21 27 12,+17 25.1, 1.058, 69.8, -24.9,dM4  e      , 10.30, 1.63, 147.8,21 29 36,+17 38.6
Gl 830  ,21 27 16,-12 43.6, 1.059,104.5, -84.1,M0 V        ,  9.10, 1.28,  63.6,21 30 02,-12 30.6
NN 4198 ,21 27 36,-40 55.4, 1.730,143.7,      ,M3          , 13.19, 1.62,  62.0,21 30 50,-40 43.3
Gl 831  ,21 28 34,-10 00.6, 1.194, 90.8, -56.7,dM4.5e      , 12.05, 1.67, 125.6,21 31 19,-09 47.4
Gl 831  ,21 28 34,-10 00.6, 1.194, 90.8,      ,            , 14.90,     , 125.6,21 31 19,-09 47.4
NN 4199 ,21 28 45,+23 07.0, 0.205,140.8, -23.0,dK8         ,  9.25, 1.05,  40.7,21 31 02,+23 20.1
NN 4200 ,21 28 54,-09 57.9, 0.171,225.5,      ,G0          ,  7.41,     ,  58.0,21 31 34,-09 44.7
NN 4201 ,21 30 06,+24 20.4, 0.233, 95.0,      ,m           , 12.66,     ,  81.0,21 32 22,+24 33.7
Gl 832  ,21 30 14,-49 13.2, 0.828,184.8,   4.1,M1 V        ,  8.67, 1.47, 215.0,21 33 34,-49 00.6
NN 4202 ,21 31 10,-07 04.2, 0.519,167.7,      ,M3.5        , 14.01, 1.58,  60.0,21 33 49,-06 51.3
NN 4203 ,21 31 16,+01 34.3, 0.669,180.5,      ,dM          , 13.35, 1.68,  68.6,21 33 49,+01 47.1
NN 4204 ,21 31 16,+01 34.3, 0.669,180.5,      ,m           , 14.50,     ,  68.6,21 33 49,+01 47.1
NN 4205 ,21 33 05,+51 18.4, 0.587, 59.7,      ,M3.5        , 11.78, 1.46,  70.0,21 34 52,+51 32.1
Gl 833  ,21 33 17,-51 04.1, 0.473,115.0,  28.1,K2 V        ,  7.14, 0.88,  76.6,21 36 42,-50 50.8
NN 4206 ,21 34 00,-63 57.0, 0.157,261.0,      ,M2          , 10.62, 1.44,  65.0,21 37 53,-63 43.5
Gl 834  ,21 34 38,+39 14.0, 0.263,233.0,      ,dM0         , 10.34, 1.42,  49.8,21 36 39,+39 27.4
Gl 834  ,21 34 38,+39 14.0, 0.263,233.0,      ,            , 12.30,     ,  49.8,21 36 39,+39 27.4
NN 4207 ,21 35 38,-33 52.8, 1.190,116.5,      ,M2          , 12.57, 1.62,  57.0,21 38 42,-33 39.7
Gl 835  ,21 35 45,+27 29.9, 0.430, 93.0, -13.3,M0  e       ,  9.88, 1.50,  80.8,21 38 00,+27 43.4
Gl 835.1,21 36 00,-77 36.8, 0.243,167.5,  34.4,K0 III      ,  3.75, 1.00,  51.5,21 41 29,-77 23.4
NN 4208 ,21 36 06,+52 51.3, 0.296, 70.0,      ,M0          , 10.60, 1.41,  47.0,21 37 50,+53 04.9
Gl 836  ,21 36 06,-24 22.5, 1.208,124.4,  36.0,M3.5        , 13.43, 1.56,  71.7,21 39 01,-24 09.5
Gl 836.1,21 36 15,-27 31.9, 0.397,101.2, -17.6,G4 IV-V     ,  6.73, 0.62,  45.4,21 39 10,-27 18.4
